State,District,Year,Month,Hour,Weather_Condition,Road_Type,Vehicle_Type,Cause_of_Accident,Accident_Severity
Kerala,Chennai,2023,10,12,Foggy,State Highway,Car,Signal Jumping,Minor Injury
Tamil Nadu,Bengaluru,2023,8,8,Cloudy,State Highway,Truck,Signal Jumping,Grievous Injury
Andhra Pradesh,Kochi,2021,3,1,Cloudy,National Highway,Bus,Mechanical Failure,Grievous Injury
Andhra Pradesh,Kochi,2018,7,19,Cloudy,National Highway,Bus,Mechanical Failure,Fatal
Maharashtra,Nagpur,2021,6,22,Foggy,National Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Kerala,Bengaluru,2022,10,17,Cloudy,Urban Road,Auto Rickshaw,Drunk Driving,Fatal
Karnataka,Kochi,2021,11,23,Clear,National Highway,Bus,Poor Road Condition,Minor Injury
Andhra Pradesh,Bengaluru,2021,10,19,Clear,National Highway,Truck,Poor Road Condition,Minor Injury
Maharashtra,Mumbai,2020,10,16,Foggy,State Highway,Two-Wheeler,Overspeeding,Grievous Injury
Andhra Pradesh,Chennai,2019,11,6,Foggy,Urban Road,Bus,Poor Road Condition,Minor Injury
Andhra Pradesh,Chennai,2023,6,16,Cloudy,State Highway,Truck,Mechanical Failure,Minor Injury
Karnataka,Chennai,2018,10,9,Rainy,Urban Road,Bus,Poor Road Condition,Grievous Injury
Uttar Pradesh,Kochi,2022,9,13,Clear,Urban Road,Truck,Drunk Driving,Fatal
Gujarat,Pune,2018,7,11,Rainy,Rural Road,Two-Wheeler,Overspeeding,Grievous Injury
Telangana,Hyderabad,2023,11,11,Cloudy,Rural Road,Auto Rickshaw,Wrong Side Driving,Fatal
Andhra Pradesh,Mumbai,2020,7,16,Foggy,Rural Road,Car,Overspeeding,Minor Injury
Andhra Pradesh,Jaipur,2021,11,18,Cloudy,State Highway,Car,Drunk Driving,Grievous Injury
Madhya Pradesh,Bengaluru,2022,1,22,Rainy,Rural Road,Auto Rickshaw,Drunk Driving,Fatal
Telangana,Chennai,2019,1,13,Cloudy,Rural Road,Bus,Poor Road Condition,Grievous Injury
Karnataka,Chennai,2023,9,16,Foggy,State Highway,Two-Wheeler,Overspeeding,Grievous Injury
Tamil Nadu,Chennai,2017,9,14,Rainy,Urban Road,Truck,Overspeeding,Minor Injury
Kerala,Mumbai,2017,12,20,Cloudy,Urban Road,Two-Wheeler,Poor Road Condition,Fatal
Andhra Pradesh,Chennai,2020,11,5,Foggy,National Highway,Auto Rickshaw,Drunk Driving,Fatal
Gujarat,Nagpur,2019,10,18,Cloudy,National Highway,Bus,Drunk Driving,Grievous Injury
Kerala,Bengaluru,2017,3,21,Cloudy,Rural Road,Bus,Wrong Side Driving,Minor Injury
Telangana,Mumbai,2017,11,19,Foggy,State Highway,Auto Rickshaw,Drunk Driving,Grievous Injury
Kerala,Bengaluru,2023,11,5,Foggy,Urban Road,Two-Wheeler,Drunk Driving,Minor Injury
Uttar Pradesh,Bhopal,2022,8,5,Cloudy,State Highway,Car,Signal Jumping,Grievous Injury
Andhra Pradesh,Ahmedabad,2022,9,3,Clear,National Highway,Two-Wheeler,Signal Jumping,Minor Injury
Kerala,Nagpur,2023,1,0,Cloudy,Rural Road,Bus,Signal Jumping,Grievous Injury
Tamil Nadu,Pune,2018,12,18,Foggy,National Highway,Bus,Mechanical Failure,Grievous Injury
Tamil Nadu,Pune,2023,3,10,Clear,National Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Andhra Pradesh,Hyderabad,2019,6,6,Foggy,Urban Road,Two-Wheeler,Mechanical Failure,Minor Injury
Rajasthan,Nagpur,2017,4,1,Cloudy,State Highway,Car,Drunk Driving,Grievous Injury
Tamil Nadu,Bengaluru,2022,8,3,Rainy,Urban Road,Two-Wheeler,Signal Jumping,Fatal
Kerala,Pune,2023,9,5,Foggy,Urban Road,Bus,Poor Road Condition,Minor Injury
Maharashtra,Ahmedabad,2022,7,4,Foggy,National Highway,Two-Wheeler,Wrong Side Driving,Fatal
Tamil Nadu,Pune,2022,11,21,Rainy,Rural Road,Bus,Wrong Side Driving,Minor Injury
Telangana,Chennai,2018,1,20,Foggy,National Highway,Bus,Wrong Side Driving,Fatal
Rajasthan,Hyderabad,2019,2,8,Foggy,State Highway,Truck,Drunk Driving,Grievous Injury
Kerala,Mumbai,2021,1,10,Foggy,Rural Road,Car,Poor Road Condition,Fatal
Karnataka,Jaipur,2022,9,17,Rainy,Urban Road,Auto Rickshaw,Signal Jumping,Grievous Injury
Madhya Pradesh,Jaipur,2019,4,19,Cloudy,State Highway,Car,Drunk Driving,Fatal
Karnataka,Pune,2020,10,16,Foggy,State Highway,Two-Wheeler,Drunk Driving,Grievous Injury
Uttar Pradesh,Bengaluru,2018,8,12,Clear,State Highway,Truck,Wrong Side Driving,Grievous Injury
Madhya Pradesh,Bengaluru,2021,5,22,Cloudy,State Highway,Bus,Signal Jumping,Fatal
Uttar Pradesh,Chennai,2022,5,16,Cloudy,National Highway,Car,Mechanical Failure,Minor Injury
Madhya Pradesh,Pune,2023,5,21,Clear,State Highway,Bus,Overspeeding,Minor Injury
Madhya Pradesh,Pune,2022,11,9,Clear,National Highway,Bus,Drunk Driving,Fatal
Maharashtra,Jaipur,2018,5,17,Clear,Rural Road,Truck,Signal Jumping,Minor Injury
Gujarat,Bhopal,2018,3,16,Rainy,State Highway,Car,Overspeeding,Fatal
Telangana,Pune,2017,6,11,Foggy,National Highway,Truck,Overspeeding,Grievous Injury
Karnataka,Mumbai,2022,1,14,Cloudy,State Highway,Bus,Mechanical Failure,Grievous Injury
Tamil Nadu,Hyderabad,2019,8,18,Clear,Rural Road,Car,Mechanical Failure,Grievous Injury
Kerala,Hyderabad,2018,4,21,Foggy,Urban Road,Bus,Drunk Driving,Minor Injury
Rajasthan,Mumbai,2018,6,14,Foggy,Rural Road,Bus,Drunk Driving,Minor Injury
Telangana,Bhopal,2020,2,12,Rainy,Urban Road,Car,Signal Jumping,Grievous Injury
Uttar Pradesh,Bengaluru,2020,2,6,Cloudy,National Highway,Auto Rickshaw,Mechanical Failure,Minor Injury
Maharashtra,Jaipur,2020,8,10,Foggy,Rural Road,Truck,Poor Road Condition,Minor Injury
Uttar Pradesh,Hyderabad,2018,1,7,Clear,National Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Gujarat,Nagpur,2021,8,19,Clear,Rural Road,Bus,Poor Road Condition,Fatal
Rajasthan,Ahmedabad,2019,10,15,Rainy,State Highway,Truck,Signal Jumping,Minor Injury
Maharashtra,Jaipur,2018,10,23,Clear,Urban Road,Truck,Poor Road Condition,Minor Injury
Uttar Pradesh,Bhopal,2023,1,22,Clear,State Highway,Car,Mechanical Failure,Fatal
Gujarat,Nagpur,2023,9,10,Rainy,National Highway,Car,Wrong Side Driving,Minor Injury
Kerala,Pune,2017,1,23,Rainy,State Highway,Car,Overspeeding,Minor Injury
Kerala,Mumbai,2023,4,4,Clear,Urban Road,Truck,Wrong Side Driving,Minor Injury
Uttar Pradesh,Pune,2022,9,6,Cloudy,Urban Road,Car,Overspeeding,Minor Injury
Telangana,Chennai,2021,1,15,Cloudy,Urban Road,Two-Wheeler,Poor Road Condition,Fatal
Rajasthan,Kochi,2021,9,15,Rainy,Urban Road,Truck,Signal Jumping,Grievous Injury
Andhra Pradesh,Mumbai,2019,8,19,Cloudy,Urban Road,Car,Signal Jumping,Minor Injury
Telangana,Nagpur,2021,5,16,Cloudy,National Highway,Bus,Overspeeding,Minor Injury
Kerala,Ahmedabad,2019,6,18,Cloudy,State Highway,Truck,Overspeeding,Minor Injury
Rajasthan,Kochi,2023,5,14,Rainy,Rural Road,Auto Rickshaw,Overspeeding,Grievous Injury
Gujarat,Chennai,2021,4,14,Cloudy,State Highway,Auto Rickshaw,Overspeeding,Grievous Injury
Maharashtra,Bengaluru,2022,12,19,Clear,State Highway,Truck,Drunk Driving,Grievous Injury
Madhya Pradesh,Chennai,2019,10,20,Clear,National Highway,Truck,Mechanical Failure,Fatal
Uttar Pradesh,Kochi,2020,12,14,Rainy,National Highway,Auto Rickshaw,Mechanical Failure,Fatal
Karnataka,Hyderabad,2020,4,2,Cloudy,National Highway,Bus,Signal Jumping,Minor Injury
Rajasthan,Jaipur,2021,10,11,Foggy,National Highway,Bus,Drunk Driving,Minor Injury
Tamil Nadu,Bhopal,2021,8,5,Foggy,State Highway,Bus,Overspeeding,Grievous Injury
Gujarat,Pune,2023,8,19,Clear,Urban Road,Two-Wheeler,Drunk Driving,Minor Injury
Andhra Pradesh,Bengaluru,2019,9,4,Clear,Urban Road,Two-Wheeler,Overspeeding,Minor Injury
Madhya Pradesh,Bhopal,2023,3,10,Foggy,National Highway,Bus,Poor Road Condition,Fatal
Tamil Nadu,Chennai,2019,10,22,Rainy,Rural Road,Auto Rickshaw,Mechanical Failure,Fatal
Andhra Pradesh,Ahmedabad,2022,8,11,Cloudy,State Highway,Two-Wheeler,Overspeeding,Fatal
Karnataka,Pune,2018,3,6,Foggy,State Highway,Car,Poor Road Condition,Minor Injury
Kerala,Bengaluru,2020,2,8,Cloudy,Rural Road,Two-Wheeler,Mechanical Failure,Grievous Injury
Telangana,Bhopal,2018,2,17,Foggy,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Uttar Pradesh,Pune,2018,9,13,Clear,State Highway,Auto Rickshaw,Poor Road Condition,Fatal
Maharashtra,Pune,2017,4,3,Cloudy,Rural Road,Truck,Signal Jumping,Minor Injury
Andhra Pradesh,Bengaluru,2019,5,7,Rainy,Urban Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Madhya Pradesh,Nagpur,2017,2,15,Cloudy,Rural Road,Bus,Poor Road Condition,Minor Injury
Rajasthan,Jaipur,2017,9,3,Cloudy,Rural Road,Auto Rickshaw,Signal Jumping,Grievous Injury
Kerala,Nagpur,2018,7,18,Foggy,National Highway,Two-Wheeler,Drunk Driving,Fatal
Rajasthan,Pune,2017,3,5,Rainy,State Highway,Two-Wheeler,Overspeeding,Minor Injury
Madhya Pradesh,Kochi,2022,6,18,Clear,Rural Road,Two-Wheeler,Drunk Driving,Minor Injury
Rajasthan,Mumbai,2019,7,14,Cloudy,State Highway,Auto Rickshaw,Overspeeding,Minor Injury
Andhra Pradesh,Kochi,2018,12,11,Cloudy,State Highway,Bus,Mechanical Failure,Grievous Injury
Gujarat,Bengaluru,2019,6,11,Foggy,National Highway,Bus,Overspeeding,Minor Injury
Rajasthan,Pune,2022,10,1,Clear,Urban Road,Truck,Poor Road Condition,Minor Injury
Telangana,Pune,2021,11,8,Foggy,State Highway,Car,Wrong Side Driving,Minor Injury
Karnataka,Ahmedabad,2017,10,2,Rainy,National Highway,Bus,Wrong Side Driving,Minor Injury
Maharashtra,Jaipur,2018,6,0,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Fatal
Andhra Pradesh,Ahmedabad,2020,8,13,Rainy,Rural Road,Truck,Signal Jumping,Minor Injury
Tamil Nadu,Bengaluru,2019,8,12,Foggy,State Highway,Bus,Wrong Side Driving,Minor Injury
Madhya Pradesh,Hyderabad,2023,5,4,Clear,National Highway,Bus,Overspeeding,Minor Injury
Kerala,Nagpur,2022,4,6,Rainy,Urban Road,Car,Drunk Driving,Minor Injury
Andhra Pradesh,Ahmedabad,2017,11,13,Rainy,Rural Road,Car,Signal Jumping,Grievous Injury
Gujarat,Bengaluru,2019,5,15,Foggy,Urban Road,Car,Mechanical Failure,Grievous Injury
Kerala,Nagpur,2022,9,17,Clear,National Highway,Bus,Signal Jumping,Minor Injury
Telangana,Bengaluru,2019,12,13,Rainy,Rural Road,Bus,Poor Road Condition,Minor Injury
Madhya Pradesh,Hyderabad,2021,10,0,Cloudy,State Highway,Two-Wheeler,Poor Road Condition,Grievous Injury
Kerala,Jaipur,2023,6,5,Clear,Rural Road,Auto Rickshaw,Drunk Driving,Minor Injury
Rajasthan,Jaipur,2022,3,20,Clear,Rural Road,Car,Wrong Side Driving,Grievous Injury
Andhra Pradesh,Bengaluru,2019,3,9,Cloudy,Urban Road,Two-Wheeler,Drunk Driving,Grievous Injury
Karnataka,Ahmedabad,2023,1,5,Clear,State Highway,Two-Wheeler,Signal Jumping,Fatal
Madhya Pradesh,Jaipur,2021,5,1,Clear,National Highway,Truck,Signal Jumping,Grievous Injury
Uttar Pradesh,Mumbai,2021,6,6,Cloudy,Urban Road,Two-Wheeler,Signal Jumping,Minor Injury
Telangana,Ahmedabad,2021,8,16,Foggy,State Highway,Car,Drunk Driving,Minor Injury
Maharashtra,Bhopal,2017,11,23,Rainy,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Madhya Pradesh,Chennai,2022,9,13,Cloudy,Rural Road,Two-Wheeler,Overspeeding,Grievous Injury
Gujarat,Bengaluru,2019,7,22,Clear,State Highway,Bus,Poor Road Condition,Minor Injury
Andhra Pradesh,Bengaluru,2019,1,6,Rainy,Urban Road,Bus,Wrong Side Driving,Grievous Injury
Rajasthan,Bengaluru,2023,7,21,Rainy,National Highway,Two-Wheeler,Poor Road Condition,Grievous Injury
Maharashtra,Hyderabad,2023,10,20,Rainy,National Highway,Car,Mechanical Failure,Grievous Injury
Maharashtra,Bengaluru,2022,9,8,Foggy,State Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Telangana,Jaipur,2021,4,18,Clear,State Highway,Auto Rickshaw,Overspeeding,Minor Injury
Kerala,Jaipur,2019,11,20,Clear,Rural Road,Car,Wrong Side Driving,Minor Injury
Gujarat,Chennai,2019,12,23,Rainy,National Highway,Bus,Mechanical Failure,Fatal
Kerala,Chennai,2021,7,10,Rainy,Rural Road,Bus,Wrong Side Driving,Fatal
Rajasthan,Kochi,2020,9,2,Foggy,Rural Road,Truck,Wrong Side Driving,Minor Injury
Maharashtra,Ahmedabad,2020,1,22,Foggy,Urban Road,Two-Wheeler,Poor Road Condition,Fatal
Gujarat,Jaipur,2021,12,3,Rainy,Urban Road,Two-Wheeler,Poor Road Condition,Grievous Injury
Gujarat,Jaipur,2023,10,4,Clear,State Highway,Bus,Mechanical Failure,Fatal
Tamil Nadu,Hyderabad,2017,9,3,Cloudy,State Highway,Two-Wheeler,Signal Jumping,Minor Injury
Andhra Pradesh,Jaipur,2023,4,12,Foggy,State Highway,Car,Overspeeding,Minor Injury
Maharashtra,Jaipur,2023,12,8,Clear,Urban Road,Auto Rickshaw,Overspeeding,Minor Injury
Maharashtra,Kochi,2019,8,22,Foggy,Rural Road,Truck,Mechanical Failure,Grievous Injury
Gujarat,Mumbai,2023,3,13,Clear,Rural Road,Car,Overspeeding,Grievous Injury
Kerala,Kochi,2019,2,15,Rainy,Urban Road,Car,Drunk Driving,Minor Injury
Maharashtra,Mumbai,2020,12,21,Foggy,State Highway,Car,Drunk Driving,Minor Injury
Gujarat,Kochi,2023,8,5,Cloudy,State Highway,Two-Wheeler,Drunk Driving,Minor Injury
Maharashtra,Jaipur,2021,8,9,Rainy,Rural Road,Auto Rickshaw,Mechanical Failure,Fatal
Gujarat,Kochi,2022,3,22,Foggy,National Highway,Truck,Poor Road Condition,Minor Injury
Tamil Nadu,Jaipur,2022,8,20,Rainy,National Highway,Bus,Wrong Side Driving,Fatal
Andhra Pradesh,Jaipur,2023,11,12,Cloudy,National Highway,Car,Wrong Side Driving,Minor Injury
Gujarat,Chennai,2017,11,2,Foggy,National Highway,Car,Signal Jumping,Minor Injury
Maharashtra,Pune,2023,6,10,Foggy,State Highway,Car,Signal Jumping,Grievous Injury
Rajasthan,Mumbai,2021,10,2,Foggy,Urban Road,Bus,Drunk Driving,Minor Injury
Andhra Pradesh,Bhopal,2020,9,6,Clear,Urban Road,Two-Wheeler,Drunk Driving,Grievous Injury
Tamil Nadu,Ahmedabad,2020,10,9,Clear,National Highway,Two-Wheeler,Mechanical Failure,Fatal
Gujarat,Ahmedabad,2023,6,0,Foggy,Urban Road,Auto Rickshaw,Drunk Driving,Minor Injury
Rajasthan,Kochi,2019,8,3,Rainy,Rural Road,Two-Wheeler,Drunk Driving,Minor Injury
Gujarat,Pune,2018,2,7,Rainy,National Highway,Two-Wheeler,Drunk Driving,Fatal
Kerala,Hyderabad,2017,1,19,Foggy,State Highway,Truck,Overspeeding,Minor Injury
Maharashtra,Bhopal,2017,10,16,Cloudy,National Highway,Truck,Wrong Side Driving,Grievous Injury
Madhya Pradesh,Ahmedabad,2018,10,4,Cloudy,Rural Road,Two-Wheeler,Overspeeding,Grievous Injury
Telangana,Nagpur,2022,2,16,Cloudy,Urban Road,Truck,Poor Road Condition,Minor Injury
Karnataka,Bengaluru,2022,12,8,Clear,Urban Road,Auto Rickshaw,Drunk Driving,Minor Injury
Kerala,Nagpur,2022,4,7,Clear,Urban Road,Two-Wheeler,Drunk Driving,Minor Injury
Rajasthan,Hyderabad,2020,10,6,Clear,State Highway,Truck,Overspeeding,Grievous Injury
Kerala,Bhopal,2021,9,4,Clear,National Highway,Bus,Overspeeding,Minor Injury
Uttar Pradesh,Ahmedabad,2017,7,3,Rainy,State Highway,Truck,Mechanical Failure,Minor Injury
Gujarat,Kochi,2018,9,22,Foggy,Rural Road,Truck,Mechanical Failure,Minor Injury
Gujarat,Bengaluru,2019,9,2,Foggy,State Highway,Bus,Drunk Driving,Grievous Injury
Karnataka,Mumbai,2023,9,7,Foggy,National Highway,Auto Rickshaw,Overspeeding,Fatal
Karnataka,Ahmedabad,2019,8,4,Rainy,Urban Road,Bus,Poor Road Condition,Minor Injury
Uttar Pradesh,Ahmedabad,2023,6,4,Cloudy,Urban Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Maharashtra,Hyderabad,2020,11,16,Cloudy,Urban Road,Bus,Signal Jumping,Minor Injury
Telangana,Ahmedabad,2017,10,14,Clear,Urban Road,Auto Rickshaw,Overspeeding,Minor Injury
Madhya Pradesh,Bhopal,2021,7,7,Clear,State Highway,Auto Rickshaw,Wrong Side Driving,Grievous Injury
Madhya Pradesh,Pune,2017,2,6,Rainy,National Highway,Car,Signal Jumping,Minor Injury
Tamil Nadu,Bhopal,2023,11,16,Rainy,National Highway,Car,Signal Jumping,Grievous Injury
Tamil Nadu,Mumbai,2022,1,11,Cloudy,National Highway,Truck,Poor Road Condition,Grievous Injury
Maharashtra,Pune,2019,5,3,Foggy,State Highway,Bus,Overspeeding,Minor Injury
Tamil Nadu,Ahmedabad,2017,8,19,Foggy,Urban Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Tamil Nadu,Ahmedabad,2019,3,17,Rainy,Urban Road,Car,Drunk Driving,Minor Injury
Uttar Pradesh,Bengaluru,2018,7,3,Rainy,National Highway,Truck,Wrong Side Driving,Minor Injury
Uttar Pradesh,Ahmedabad,2018,5,9,Rainy,Urban Road,Truck,Mechanical Failure,Grievous Injury
Tamil Nadu,Jaipur,2019,12,2,Clear,State Highway,Truck,Poor Road Condition,Grievous Injury
Kerala,Mumbai,2021,10,4,Foggy,Rural Road,Car,Mechanical Failure,Fatal
Andhra Pradesh,Chennai,2021,8,11,Rainy,Urban Road,Two-Wheeler,Drunk Driving,Minor Injury
Andhra Pradesh,Kochi,2017,6,22,Rainy,Rural Road,Truck,Wrong Side Driving,Grievous Injury
Maharashtra,Bengaluru,2019,6,4,Clear,Rural Road,Two-Wheeler,Poor Road Condition,Fatal
Madhya Pradesh,Nagpur,2020,7,4,Rainy,Rural Road,Two-Wheeler,Wrong Side Driving,Grievous Injury
Karnataka,Pune,2021,7,3,Foggy,Urban Road,Two-Wheeler,Signal Jumping,Minor Injury
Maharashtra,Chennai,2023,4,5,Clear,Rural Road,Truck,Signal Jumping,Grievous Injury
Tamil Nadu,Kochi,2021,10,9,Rainy,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Uttar Pradesh,Ahmedabad,2022,12,5,Foggy,National Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Gujarat,Bhopal,2018,10,21,Foggy,State Highway,Car,Poor Road Condition,Grievous Injury
Kerala,Jaipur,2021,10,21,Clear,Rural Road,Car,Poor Road Condition,Minor Injury
Rajasthan,Pune,2023,8,0,Foggy,Rural Road,Two-Wheeler,Overspeeding,Grievous Injury
Uttar Pradesh,Pune,2021,6,15,Clear,National Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Andhra Pradesh,Pune,2023,11,10,Foggy,State Highway,Two-Wheeler,Overspeeding,Minor Injury
Uttar Pradesh,Mumbai,2022,8,5,Rainy,National Highway,Car,Overspeeding,Minor Injury
Kerala,Pune,2023,7,19,Clear,State Highway,Bus,Wrong Side Driving,Minor Injury
Karnataka,Bengaluru,2021,1,17,Foggy,Rural Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Tamil Nadu,Kochi,2022,4,5,Clear,State Highway,Bus,Overspeeding,Grievous Injury
Gujarat,Bhopal,2019,7,16,Foggy,National Highway,Car,Mechanical Failure,Fatal
Andhra Pradesh,Bengaluru,2019,9,11,Clear,Rural Road,Car,Overspeeding,Grievous Injury
Andhra Pradesh,Bengaluru,2018,2,16,Rainy,National Highway,Truck,Wrong Side Driving,Fatal
Telangana,Jaipur,2017,5,20,Clear,Rural Road,Bus,Overspeeding,Grievous Injury
Madhya Pradesh,Bhopal,2022,9,21,Clear,Urban Road,Two-Wheeler,Poor Road Condition,Minor Injury
Karnataka,Jaipur,2021,9,17,Rainy,Rural Road,Two-Wheeler,Mechanical Failure,Minor Injury
Andhra Pradesh,Pune,2017,6,9,Foggy,State Highway,Car,Drunk Driving,Minor Injury
Madhya Pradesh,Pune,2019,7,23,Cloudy,State Highway,Truck,Poor Road Condition,Minor Injury
Andhra Pradesh,Bengaluru,2021,9,19,Rainy,State Highway,Bus,Mechanical Failure,Minor Injury
Tamil Nadu,Bengaluru,2017,10,11,Clear,State Highway,Truck,Drunk Driving,Minor Injury
Madhya Pradesh,Pune,2022,8,3,Rainy,State Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Kerala,Hyderabad,2022,10,9,Rainy,Urban Road,Truck,Mechanical Failure,Fatal
Telangana,Kochi,2017,6,4,Clear,Rural Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Tamil Nadu,Mumbai,2023,6,3,Clear,Rural Road,Bus,Poor Road Condition,Grievous Injury
Kerala,Chennai,2022,7,15,Cloudy,Urban Road,Two-Wheeler,Overspeeding,Grievous Injury
Gujarat,Ahmedabad,2020,7,4,Rainy,Urban Road,Auto Rickshaw,Overspeeding,Minor Injury
Karnataka,Nagpur,2019,2,18,Clear,State Highway,Two-Wheeler,Mechanical Failure,Grievous Injury
Karnataka,Bhopal,2018,9,23,Foggy,National Highway,Truck,Overspeeding,Grievous Injury
Rajasthan,Jaipur,2018,4,5,Foggy,National Highway,Truck,Overspeeding,Fatal
Rajasthan,Bhopal,2020,10,23,Foggy,State Highway,Bus,Wrong Side Driving,Fatal
Madhya Pradesh,Pune,2017,9,20,Foggy,Urban Road,Two-Wheeler,Signal Jumping,Fatal
Karnataka,Chennai,2022,12,6,Rainy,Rural Road,Bus,Signal Jumping,Minor Injury
Madhya Pradesh,Nagpur,2020,11,9,Rainy,National Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Rajasthan,Bengaluru,2020,10,6,Cloudy,National Highway,Truck,Mechanical Failure,Minor Injury
Gujarat,Bengaluru,2022,3,21,Rainy,Urban Road,Truck,Signal Jumping,Minor Injury
Andhra Pradesh,Jaipur,2019,5,13,Clear,State Highway,Truck,Drunk Driving,Minor Injury
Kerala,Kochi,2022,5,9,Cloudy,Rural Road,Truck,Mechanical Failure,Minor Injury
Uttar Pradesh,Ahmedabad,2022,7,19,Rainy,State Highway,Truck,Mechanical Failure,Grievous Injury
Madhya Pradesh,Kochi,2023,12,21,Rainy,State Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Gujarat,Chennai,2021,4,10,Clear,State Highway,Auto Rickshaw,Signal Jumping,Fatal
Kerala,Kochi,2017,11,13,Clear,State Highway,Bus,Drunk Driving,Minor Injury
Karnataka,Jaipur,2018,12,11,Clear,National Highway,Car,Overspeeding,Minor Injury
Andhra Pradesh,Nagpur,2018,4,3,Foggy,Urban Road,Truck,Mechanical Failure,Minor Injury
Kerala,Nagpur,2020,1,12,Rainy,Rural Road,Truck,Wrong Side Driving,Minor Injury
Telangana,Nagpur,2023,6,21,Rainy,National Highway,Car,Drunk Driving,Grievous Injury
Rajasthan,Bengaluru,2020,4,21,Rainy,Rural Road,Bus,Mechanical Failure,Fatal
Kerala,Hyderabad,2020,11,2,Cloudy,Rural Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Uttar Pradesh,Chennai,2017,10,12,Cloudy,National Highway,Truck,Poor Road Condition,Grievous Injury
Gujarat,Ahmedabad,2020,10,19,Cloudy,National Highway,Bus,Mechanical Failure,Grievous Injury
Andhra Pradesh,Chennai,2020,5,18,Cloudy,Rural Road,Car,Drunk Driving,Minor Injury
Tamil Nadu,Chennai,2021,11,14,Cloudy,Rural Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Kerala,Kochi,2017,9,18,Clear,Urban Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Maharashtra,Mumbai,2019,4,19,Cloudy,National Highway,Bus,Overspeeding,Minor Injury
Uttar Pradesh,Chennai,2023,1,3,Rainy,National Highway,Two-Wheeler,Overspeeding,Fatal
Uttar Pradesh,Jaipur,2019,11,5,Foggy,Rural Road,Two-Wheeler,Overspeeding,Fatal
Maharashtra,Mumbai,2022,9,14,Rainy,Rural Road,Two-Wheeler,Wrong Side Driving,Grievous Injury
Telangana,Hyderabad,2021,5,3,Rainy,State Highway,Car,Signal Jumping,Grievous Injury
Tamil Nadu,Jaipur,2018,10,5,Clear,Rural Road,Two-Wheeler,Overspeeding,Grievous Injury
Rajasthan,Chennai,2022,12,1,Foggy,Rural Road,Bus,Drunk Driving,Minor Injury
Gujarat,Bhopal,2019,11,3,Rainy,Urban Road,Auto Rickshaw,Signal Jumping,Grievous Injury
Andhra Pradesh,Bengaluru,2017,7,17,Clear,Rural Road,Bus,Drunk Driving,Minor Injury
Gujarat,Kochi,2018,3,14,Foggy,State Highway,Bus,Wrong Side Driving,Minor Injury
Tamil Nadu,Pune,2020,4,11,Foggy,State Highway,Truck,Overspeeding,Minor Injury
Gujarat,Ahmedabad,2017,12,7,Clear,National Highway,Car,Mechanical Failure,Minor Injury
Maharashtra,Ahmedabad,2018,10,11,Cloudy,State Highway,Auto Rickshaw,Overspeeding,Minor Injury
Uttar Pradesh,Jaipur,2019,9,8,Clear,National Highway,Truck,Wrong Side Driving,Minor Injury
Gujarat,Ahmedabad,2022,10,6,Clear,Rural Road,Car,Overspeeding,Grievous Injury
Madhya Pradesh,Mumbai,2020,1,21,Cloudy,State Highway,Auto Rickshaw,Overspeeding,Minor Injury
Kerala,Nagpur,2020,12,7,Clear,Urban Road,Truck,Overspeeding,Minor Injury
Tamil Nadu,Bhopal,2023,11,19,Clear,Urban Road,Two-Wheeler,Wrong Side Driving,Minor Injury
Telangana,Pune,2017,5,9,Clear,State Highway,Bus,Overspeeding,Minor Injury
Madhya Pradesh,Ahmedabad,2022,8,10,Rainy,National Highway,Two-Wheeler,Poor Road Condition,Fatal
Maharashtra,Ahmedabad,2020,10,1,Clear,National Highway,Auto Rickshaw,Mechanical Failure,Minor Injury
